,OrderID,ProductNo,Volume,BuildByDate,OrderDate,PrepDate,PrepVolume,UnitizeNLT,ShipNLTDate,BulkQCDate,AmpDate,GreenSheet,SOLink,Notes
22,101041.0,SVM-8271-1,50.0,2019-05-22 00:00:00,2019-05-13,2020-01-27,100.0,2019-05-23 00:00:00,2019-05-28 00:00:00,2020-01-28,2020-01-28,2019-05-24 00:00:00,101052914,Monthly
23,101041.0,SVM-8271-1,50.0,2019-05-22 00:00:00,2019-05-13,2020-01-27,100.0,2019-05-23 00:00:00,2019-05-28 00:00:00,2020-01-28,2020-01-28,2019-05-24 00:00:00,101052914,Monthly
24,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-01-27,100.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-01-28,2020-01-28,2019-04-16 00:00:00,101043692,
25,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-01-27,100.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-01-28,2020-01-28,2019-04-16 00:00:00,101043692,
26,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-02-20,50.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-02-20,2020-02-20,2019-04-16 00:00:00,101043692,
27,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-02-20,50.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-02-20,2020-02-20,2019-04-16 00:00:00,101043692,
28,101041.0,SVM-8271-1,50.0,2019-05-22 00:00:00,2019-05-13,2020-02-20,50.0,2019-05-23 00:00:00,2019-05-28 00:00:00,2020-02-20,2020-02-20,2019-05-24 00:00:00,101052914,Monthly
29,101041.0,SVM-8271-1,50.0,2019-05-22 00:00:00,2019-05-13,2020-02-20,50.0,2019-05-23 00:00:00,2019-05-28 00:00:00,2020-02-20,2020-02-20,2019-05-24 00:00:00,101052914,Monthly
30,101866.0,SVM-8271-1,50.0,2019-06-17 00:00:00,2019-06-13,2020-02-20,50.0,2019-06-18 00:00:00,2019-06-27 00:00:00,2020-02-20,2020-02-20,2019-06-26 00:00:00,101063153,
31,101866.0,SVM-8271-1,50.0,2019-06-17 00:00:00,2019-06-13,2020-02-20,50.0,2019-06-18 00:00:00,2019-06-27 00:00:00,2020-02-20,2020-02-20,2019-06-26 00:00:00,101063153,
32,102518.0,SVM-8271-1,50.0,2019-07-19 00:00:00,2019-07-16,2020-02-20,50.0,2019-07-22 00:00:00,2019-07-29 00:00:00,2020-02-20,2020-02-20,2019-07-26 00:00:00,101071882,monthly
33,102518.0,SVM-8271-1,50.0,2019-07-19 00:00:00,2019-07-16,2020-02-20,50.0,2019-07-22 00:00:00,2019-07-29 00:00:00,2020-02-20,2020-02-20,2019-07-26 00:00:00,101071882,monthly
34,103125.0,SVM-8271-1,50.0,2019-08-16 00:00:00,2019-08-12,2020-02-20,50.0,2019-08-19 00:00:00,2019-08-28 00:00:00,2020-02-20,2020-02-20,2019-08-27 00:00:00,101079957,Monthly
35,103125.0,SVM-8271-1,50.0,2019-08-16 00:00:00,2019-08-12,2020-02-20,50.0,2019-08-19 00:00:00,2019-08-28 00:00:00,2020-02-20,2020-02-20,2019-08-27 00:00:00,101079957,Monthly
36,103768.0,SVM-8271-1,50.0,2019-09-18 00:00:00,2019-09-16,2020-02-20,50.0,2019-09-19 00:00:00,2019-09-27 00:00:00,2020-02-20,2020-02-20,2019-09-26 00:00:00,101091352,"monthly, ampule 20"
37,103768.0,SVM-8271-1,50.0,2019-09-18 00:00:00,2019-09-16,2020-02-20,50.0,2019-09-19 00:00:00,2019-09-27 00:00:00,2020-02-20,2020-02-20,2019-09-26 00:00:00,101091352,"monthly, ampule 20"
38,104337.0,SVM-8271-1,50.0,2019-10-16 00:00:00,2019-10-15,2020-02-20,50.0,2019-10-17 00:00:00,2019-10-30 00:00:00,2020-02-20,2020-02-20,2019-10-29 00:00:00,101101909,"monthly, qc 2 - unitize 20"
39,104337.0,SVM-8271-1,50.0,2019-10-16 00:00:00,2019-10-15,2020-02-20,50.0,2019-10-17 00:00:00,2019-10-30 00:00:00,2020-02-20,2020-02-20,2019-10-29 00:00:00,101101909,"monthly, qc 2 - unitize 20"
40,105028.0,SVM-8271-1,50.0,2019-11-14 00:00:00,2019-11-13,2020-02-20,50.0,2019-11-15 00:00:00,2019-11-26 00:00:00,2020-02-20,2020-02-20,2019-11-25 00:00:00,101112385,"monthly, qc 2 - unitize 20"
41,105028.0,SVM-8271-1,50.0,2019-11-14 00:00:00,2019-11-13,2020-02-20,50.0,2019-11-15 00:00:00,2019-11-26 00:00:00,2020-02-20,2020-02-20,2019-11-25 00:00:00,101112385,"monthly, qc 2 - unitize 20"
42,105595.0,SVM-8271-1,50.0,2019-12-18 00:00:00,2019-12-13,2020-02-20,50.0,2019-12-19 00:00:00,2019-12-30 00:00:00,2020-02-20,2020-02-20,2019-12-27 00:00:00,101119929,"Monthly, QC 2 - UNITIZE 20"
43,105595.0,SVM-8271-1,50.0,2019-12-18 00:00:00,2019-12-13,2020-02-20,50.0,2019-12-19 00:00:00,2019-12-30 00:00:00,2020-02-20,2020-02-20,2019-12-27 00:00:00,101119929,"Monthly, QC 2 - UNITIZE 20"
44,106119.0,SVM-8271-1,560.0,2020-01-24 00:00:00,2020-01-15,2020-02-20,50.0,2020-01-27 00:00:00,2020-01-30 00:00:00,2020-02-20,2020-02-20,2020-01-29 00:00:00,101128868,monthly - unitize 20
45,106119.0,SVM-8271-1,560.0,2020-01-24 00:00:00,2020-01-15,2020-02-20,50.0,2020-01-27 00:00:00,2020-01-30 00:00:00,2020-02-20,2020-02-20,2020-01-29 00:00:00,101128868,monthly - unitize 20
46,107682.0,SVM-8271-1,50.0,2020-02-14 00:00:00,2020-02-11,2020-02-20,50.0,2020-02-18 00:00:00,2020-02-28 00:00:00,2020-02-20,2020-02-20,2020-02-27 00:00:00,101142409,monthly- unitize 20
47,107682.0,SVM-8271-1,50.0,2020-02-14 00:00:00,2020-02-11,2020-02-20,50.0,2020-02-18 00:00:00,2020-02-28 00:00:00,2020-02-20,2020-02-20,2020-02-27 00:00:00,101142409,monthly- unitize 20
48,107941.0,SVM-8271-1,50.0,2020-03-04 00:00:00,2020-02-21,2020-02-20,50.0,2020-03-05 00:00:00,2020-03-13 00:00:00,2020-02-20,2020-02-20,2020-03-12 00:00:00,101144093,monthly - unitize 30
49,107941.0,SVM-8271-1,50.0,2020-03-04 00:00:00,2020-02-21,2020-02-20,50.0,2020-03-05 00:00:00,2020-03-13 00:00:00,2020-02-20,2020-02-20,2020-03-12 00:00:00,101144093,monthly - unitize 30
50,108641.0,SVM-8271-1,50.0,2020-04-06 00:00:00,2020-03-23,2020-02-20,50.0,2020-04-07 00:00:00,2020-04-17 00:00:00,2020-02-20,2020-02-20,2020-04-16 00:00:00,101155533,monthly- ampule 20
51,108641.0,SVM-8271-1,50.0,2020-04-06 00:00:00,2020-03-23,2020-02-20,50.0,2020-04-07 00:00:00,2020-04-17 00:00:00,2020-02-20,2020-02-20,2020-04-16 00:00:00,101155533,monthly- ampule 20
52,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-03-10,50.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-03-10,2020-03-10,2019-04-16 00:00:00,101043692,
53,100361.0,SVM-8271-1,50.0,2019-04-12 00:00:00,2019-04-10,2020-03-10,50.0,2019-04-15 00:00:00,2019-04-17 00:00:00,2020-03-10,2020-03-10,2019-04-16 00:00:00,101043692,
54,108641.0,SVM-8271-1,50.0,2020-04-06 00:00:00,2020-03-23,2020-03-10,50.0,2020-04-07 00:00:00,2020-04-17 00:00:00,2020-03-10,2020-03-10,2020-04-16 00:00:00,101155533,monthly- ampule 20
55,108641.0,SVM-8271-1,50.0,2020-04-06 00:00:00,2020-03-23,2020-03-10,50.0,2020-04-07 00:00:00,2020-04-17 00:00:00,2020-03-10,2020-03-10,2020-04-16 00:00:00,101155533,monthly- ampule 20
56,107941.0,SVM-8271-1,50.0,2020-03-04 00:00:00,2020-02-21,2020-03-10,50.0,2020-03-05 00:00:00,2020-03-13 00:00:00,2020-03-10,2020-03-10,2020-03-12 00:00:00,101144093,monthly - unitize 30
57,107941.0,SVM-8271-1,50.0,2020-03-04 00:00:00,2020-02-21,2020-03-10,50.0,2020-03-05 00:00:00,2020-03-13 00:00:00,2020-03-10,2020-03-10,2020-03-12 00:00:00,101144093,monthly - unitize 30
58,106119.0,SVM-8271-1,560.0,2020-01-24 00:00:00,2020-01-15,2020-03-10,50.0,2020-01-27 00:00:00,2020-01-30 00:00:00,2020-03-10,2020-03-10,2020-01-29 00:00:00,101128868,monthly - unitize 20
59,106119.0,SVM-8271-1,560.0,2020-01-24 00:00:00,2020-01-15,2020-03-10,50.0,2020-01-27 00:00:00,2020-01-30 00:00:00,2020-03-10,2020-03-10,2020-01-29 00:00:00,101128868,monthly - unitize 20
60,105595.0,SVM-8271-1,50.0,2019-12-18 00:00:00,2019-12-13,2020-03-10,50.0,2019-12-19 00:00:00,2019-12-30 00:00:00,2020-03-10,2020-03-10,2019-12-27 00:00:00,101119929,"Monthly, QC 2 - UNITIZE 20"
61,105595.0,SVM-8271-1,50.0,2019-12-18 00:00:00,2019-12-13,2020-03-10,50.0,2019-12-19 00:00:00,2019-12-30 00:00:00,2020-03-10,2020-03-10,2019-12-27 00:00:00,101119929,"Monthly, QC 2 - UNITIZE 20"
62,105028.0,SVM-8271-1,50.0,2019-11-14 00:00:00,2019-11-13,2020-03-10,50.0,2019-11-15 00:00:00,2019-11-26 00:00:00,2020-03-10,2020-03-10,2019-11-25 00:00:00,101112385,"monthly, qc 2 - unitize 20"
63,105028.0,SVM-8271-1,50.0,2019-11-14 00:00:00,2019-11-13,2020-03-10,50.0,2019-11-15 00:00:00,2019-11-26 00:00:00,2020-03-10,2020-03-10,2019-11-25 00:00:00,101112385,"monthly, qc 2 - unitize 20"
64,104337.0,SVM-8271-1,50.0,2019-10-16 00:00:00,2019-10-15,2020-03-10,50.0,2019-10-17 00:00:00,2019-10-30 00:00:00,2020-03-10,2020-03-10,2019-10-29 00:00:00,101101909,"monthly, qc 2 - unitize 20"
65,104337.0,SVM-8271-1,50.0,2019-10-16 00:00:00,2019-10-15,2020-03-10,50.0,2019-10-17 00:00:00,2019-10-30 00:00:00,2020-03-10,2020-03-10,2019-10-29 00:00:00,101101909,"monthly, qc 2 - unitize 20"
66,103768.0,SVM-8271-1,50.0,2019-09-18 00:00:00,2019-09-16,2020-03-10,50.0,2019-09-19 00:00:00,2019-09-27 00:00:00,2020-03-10,2020-03-10,2019-09-26 00:00:00,101091352,"monthly, ampule 20"
67,103768.0,SVM-8271-1,50.0,2019-09-18 00:00:00,2019-09-16,2020-03-10,50.0,2019-09-19 00:00:00,2019-09-27 00:00:00,2020-03-10,2020-03-10,2019-09-26 00:00:00,101091352,"monthly, ampule 20"
68,103125.0,SVM-8271-1,50.0,2019-08-16 00:00:00,2019-08-12,2020-03-10,50.0,2019-08-19 00:00:00,2019-08-28 00:00:00,2020-03-10,2020-03-10,2019-08-27 00:00:00,101079957,Monthly
69,103125.0,SVM-8271-1,50.0,2019-08-16 00:00:00,2019-08-12,2020-03-10,50.0,2019-08-19 00:00:00,2019-08-28 00:00:00,2020-03-10,2020-03-10,2019-08-27 00:00:00,101079957,Monthly
70,102518.0,SVM-8271-1,50.0,2019-07-19 00:00:00,2019-07-16,2020-03-10,50.0,2019-07-22 00:00:00,2019-07-29 00:00:00,2020-03-10,2020-03-10,2019-07-26 00:00:00,101071882,monthly
