,QCDate,ProductNo
6995,2020-02-07,5190-0580-2
6996,2020-02-07,USPM-467D-1
6997,2020-02-07,RPC-DMC-1
6998,2020-02-07,ICUS-0001012
6999,2020-02-07,CUS-00002471
7000,2020-02-07,ICUS-0001021
7001,2020-02-07,PST-6150A1000
7002,2020-02-07,PST-6150A1000
7003,2020-02-07,PST-6150A1000
7004,2020-02-07,PST-6150A1000
7005,2020-02-07,PST-6150A1000
7006,2020-02-07,PST-6150A1000
7007,2020-02-07,5190-0580-2
7008,2020-02-07,5190-0551-4
7009,2020-02-07,5190-0580-3
7010,2020-02-07,5190-0580-3
7011,2020-02-07,5190-0580-3
7012,2020-02-07,5190-0580-3
7013,2020-02-07,5190-0580-3
7014,2020-02-07,5190-0580-3
7015,2020-02-07,5190-0580-3
7016,2020-02-07,5190-0580-3
7017,2020-02-07,5190-0551-4
7018,2020-02-07,5190-0580-2
7019,2020-02-07,5190-0580-2
7020,2020-02-07,5190-0551-4
7021,2020-02-07,5190-0580-2
7022,2020-02-07,5190-0580-2
7023,2020-02-07,5190-0580-2
7024,2020-02-07,5190-0580-1
7025,2020-02-07,5190-0580-1
7026,2020-02-07,5190-0580-1
7027,2020-02-07,PST-5755A1000
7028,2020-02-07,PST-5755A1000
7029,2020-02-07,PST-5755A1000
7030,2020-02-07,PST-6250A1000
7031,2020-02-07,PST-6250A1000
7032,2020-02-07,PST-6250A1000
7033,2020-02-07,PST-6250A1000
7034,2020-02-07,PST-6250A1000
7035,2020-02-07,5190-0580-1
7036,2020-02-07,PST-3940A1000
7037,2020-02-07,PST-3940A1000
7038,2020-02-07,PST-3940A1000
7039,2020-02-07,PST-3940A1000
7040,2020-02-07,PST-3940A1000
7041,2020-02-07,PST-3940A1000
7042,2020-02-07,RPC-051S
7043,2020-02-07,RPC-051S
7044,2020-02-07,RPC-051S
7045,2020-02-07,RPC-051S
7046,2020-02-07,RPC-051S
7047,2020-02-07,RPC-051S
7048,2020-02-07,PST-3940A1000
7049,2020-02-07,5190-0551-8
7050,2020-02-07,5190-0580-1
7051,2020-02-07,5190-0580-1
7052,2020-02-07,5190-0580-2
7053,2020-02-07,5190-0580-2
7054,2020-02-07,5190-0580-2
7055,2020-02-07,5190-0580-2
7056,2020-02-07,5190-0580-2
7057,2020-02-07,5190-0580-2
7058,2020-02-07,5190-0580-2
7059,2020-02-07,5190-0580-1
7060,2020-02-07,5190-0580-1
7061,2020-02-07,5190-0580-1
7062,2020-02-07,5190-0580-1
7063,2020-02-07,5190-0580-1
7064,2020-02-07,5190-0580-1
7065,2020-02-07,5190-0580-1
7066,2020-02-07,5190-0580-1
7067,2020-02-07,5190-0580-1
7068,2020-02-07,5190-0580-1
7069,2020-02-07,5190-0580-1
7070,2020-02-07,5190-0580-1
7071,2020-02-07,5190-0580-1
7072,2020-02-07,5190-0580-1
7073,2020-02-07,5190-0580-1
7074,2020-02-07,5190-0580-1
7075,2020-02-07,5190-0580-1
7076,2020-02-07,5190-0580-1
7077,2020-02-07,5190-0551-8
7078,2020-02-07,5190-0580-3
7079,2020-02-07,5190-0580-3
7080,2020-02-07,5190-0580-6
7081,2020-02-07,5190-0580-6
7082,2020-02-07,5190-0580-6
7083,2020-02-07,5190-0580-6
7084,2020-02-07,5190-0580-6
7085,2020-02-07,5190-0580-6
7086,2020-02-07,5190-0580-6
7087,2020-02-07,5190-0580-5
7088,2020-02-07,5190-0580-5
7089,2020-02-07,5190-0580-5
7090,2020-02-07,5190-0580-5
7091,2020-02-07,5190-0580-6
7092,2020-02-07,5190-0580-5
7093,2020-02-07,5190-0580-5
7094,2020-02-07,5190-0580-5
7095,2020-02-07,5190-0580-5
7096,2020-02-07,5190-0580-5
7097,2020-02-07,5190-0580-5
7098,2020-02-07,5190-0580-5
7099,2020-02-07,5190-0580-5
7100,2020-02-07,5190-0580-5
7101,2020-02-07,5190-0580-5
7102,2020-02-07,5190-0551-8
7103,2020-02-07,5190-0580-5
7104,2020-02-07,5190-0580-5
7105,2020-02-07,5190-0580-6
7106,2020-02-07,5190-0580-6
7107,2020-02-07,5190-0580-6
7108,2020-02-07,CUS-7255
7109,2020-02-07,CUS-7255
7110,2020-02-07,CUS-7255
7111,2020-02-07,CUS-7255
7112,2020-02-07,CUS-7255
7113,2020-02-07,CUS-7255
7114,2020-02-07,5190-0551-8
7115,2020-02-07,5190-0551-8
7116,2020-02-07,5190-0551-8
7117,2020-02-07,5190-0551-8
7118,2020-02-07,5190-0551-8
7119,2020-02-07,5190-0551-8
7120,2020-02-07,5190-0580-6
7121,2020-02-07,5190-0580-6
7122,2020-02-07,5190-0580-6
7123,2020-02-07,5190-0580-6
7124,2020-02-07,5190-0580-6
7125,2020-02-07,5190-0580-6
7126,2020-02-07,5190-0580-6
7127,2020-02-07,5190-0580-6
7128,2020-02-07,5190-0580-6
7129,2020-02-07,5190-0580-6
7130,2020-02-07,5190-0580-6
7131,2020-02-07,5190-0580-6
7132,2020-02-07,5190-0580-6
7133,2020-02-07,5190-0580-5
7134,2020-02-07,5190-0580-5
7135,2020-02-07,5190-0580-5
7136,2020-02-07,5190-0580-5
7137,2020-02-07,5190-0580-4
7138,2020-02-07,5190-0580-5
7139,2020-02-07,5190-0580-4
7140,2020-02-07,5190-0580-4
7141,2020-02-07,5190-0580-4
7142,2020-02-07,5190-0580-4
7143,2020-02-07,5190-0580-4
7144,2020-02-07,5190-0580-4
7145,2020-02-07,5190-0580-4
7146,2020-02-07,5190-0580-4
7147,2020-02-07,5190-0580-3
7148,2020-02-07,5190-0580-3
7149,2020-02-07,5190-0580-3
7150,2020-02-07,5190-0580-3
7151,2020-02-07,5190-0580-3
7152,2020-02-07,5190-0580-3
7153,2020-02-07,5190-0580-3
7154,2020-02-07,5190-0580-3
7155,2020-02-07,5190-0580-3
7156,2020-02-07,5190-0580-3
7157,2020-02-07,5190-0580-3
7158,2020-02-07,5190-0580-3
7159,2020-02-07,CUS-7255
7160,2020-02-07,5190-0580-4
7161,2020-02-07,5190-0580-4
7162,2020-02-07,5190-0580-4
7163,2020-02-07,5190-0580-4
7164,2020-02-07,5190-0580-5
7165,2020-02-07,5190-0580-5
7166,2020-02-07,5190-0580-5
7167,2020-02-07,5190-0580-5
7168,2020-02-07,5190-0580-5
7169,2020-02-07,5190-0580-5
7170,2020-02-07,5190-0580-5
7171,2020-02-07,5190-0580-5
7172,2020-02-07,5190-0580-5
7173,2020-02-07,5190-0580-5
7174,2020-02-07,5190-0580-5
7175,2020-02-07,5190-0580-4
7176,2020-02-07,5190-0580-5
7177,2020-02-07,5190-0580-5
7178,2020-02-07,5190-0580-5
7179,2020-02-07,5190-0580-4
7180,2020-02-07,5190-0580-4
7181,2020-02-07,5190-0580-4
7182,2020-02-07,5190-0580-4
7183,2020-02-07,5190-0580-4
7184,2020-02-07,5190-0580-4
7185,2020-02-07,5190-0580-4
7186,2020-02-07,5190-0580-4
7187,2020-02-07,5190-0580-4
7188,2020-02-07,PST-3940A1000
7189,2020-02-08,STK-03796
7190,2020-02-08,STK-03050
7191,2020-02-08,STK-03050
7192,2020-02-10,STK-00150
7193,2020-02-10,STK-00150
7194,2020-02-10,CUS-5296
7195,2020-02-10,CUS-5296
7196,2020-02-10,STK-00150
7197,2020-02-10,STK-00150
7198,2020-02-10,STK-01045
7199,2020-02-10,5191-3928-1
7200,2020-02-10,PST-1970K1000
7201,2020-02-10,PST-320K1000
7202,2020-02-10,PST-320K1000
7203,2020-02-10,PST-320K1000
7204,2020-02-10,PST-320K1000
7205,2020-02-10,PST-320K1000
7206,2020-02-10,PST-320K1000
7207,2020-02-10,PST-1520K1000
7208,2020-02-10,PST-1520K1000
7209,2020-02-10,PST-1520K1000
7210,2020-02-10,PST-1520K1000
7211,2020-02-10,PST-1520K1000
7212,2020-02-10,PST-1520K1000
7213,2020-02-10,PST-1520K1000
7214,2020-02-10,CUS-5296
7215,2020-02-10,CUS-5296
7216,2020-02-10,CUS-5296
7217,2020-02-10,STK-01045
7218,2020-02-10,STK-01045
7219,2020-02-10,STK-01045
7220,2020-02-10,STK-01045
7221,2020-02-10,STK-01045
7222,2020-02-10,CUS-14489
7223,2020-02-10,PST-2415K1000
7224,2020-02-10,CUS-14489
7225,2020-02-10,CUS-14489
7226,2020-02-10,CUS-14489
7227,2020-02-10,CUS-14489
7228,2020-02-10,CUS-14489
7229,2020-02-10,CUS-14489
7230,2020-02-10,CUS-5296
7231,2020-02-10,CUS-14489
7232,2020-02-10,PST-2415K1000
7233,2020-02-10,PST-2415K1000
7234,2020-02-10,PST-2415K1000
7235,2020-02-10,PST-2005A1000
7236,2020-02-10,PST-2005A1000
7237,2020-02-10,PST-2005A1000
7238,2020-02-10,PST-2005A1000
7239,2020-02-10,BULK-IBF-100
7240,2020-02-10,BULK-IBF-100
7241,2020-02-10,PST-2005A1000
7242,2020-02-10,BULK-IBF-100
7243,2020-02-10,BULK-IBF-100
7244,2020-02-10,BULK-IBF-100
7245,2020-02-10,BULK-IBF-100
7246,2020-02-10,BULK-IBF-100
7247,2020-02-10,5191-3929-1
7248,2020-02-10,5191-3930-1
7249,2020-02-10,BULK-IBF-100
7250,2020-02-10,5191-3927-1
7251,2020-02-10,PST-2005A1000
7252,2020-02-10,PST-2005A1000
7253,2020-02-10,PST-2415K1000
7254,2020-02-10,PST-2415K1000
7255,2020-02-10,PST-2415K1000
7256,2020-02-10,PST-2415K1000
7257,2020-02-10,PST-2415K1000
7258,2020-02-10,PST-2415K1000
7259,2020-02-10,PST-2005A1000
7260,2020-02-10,STK-01045
7261,2020-02-10,PST-1970K1000
7262,2020-02-10,PST-1970K1000
7263,2020-02-10,PST-1970K1000
7264,2020-02-10,PST-1970K1000
7265,2020-02-10,PST-1970K1000
7266,2020-02-10,PST-1970K1000
7267,2020-02-10,PST-1970K1000
7268,2020-02-10,PST-2415K1000
7269,2020-02-10,STK-00150
7270,2020-02-10,CUS-21601
7271,2020-02-10,CUS-13666-1
7272,2020-02-10,CUS-13666-1
7273,2020-02-10,CUS-13666-1
7274,2020-02-10,CUS-13666-1
7275,2020-02-10,CUS-13666-1
7276,2020-02-10,CUS-13666-1
7277,2020-02-10,CUS-13666-2
7278,2020-02-10,CUS-13666-2
7279,2020-02-10,CUS-13666-1
7280,2020-02-10,CUS-13666-2
7281,2020-02-10,CUS-13666-2
7282,2020-02-10,CUS-13666-2
7283,2020-02-10,CUS-13666-2
7284,2020-02-10,CUS-13666-2
7285,2020-02-10,CUS-9003
7286,2020-02-10,CUS-9003
7287,2020-02-10,CUS-9003
7288,2020-02-10,CUS-9003
7289,2020-02-10,CUS-13666-2
7290,2020-02-10,CUS-9003
7291,2020-02-10,CUS-13666-1
7292,2020-02-10,CUS-13666-1
7293,2020-02-10,5065-4420-5
7294,2020-02-10,5065-4420-5
7295,2020-02-10,5065-4420-5
7296,2020-02-10,5065-4420-5
7297,2020-02-10,5065-4420-5
7298,2020-02-10,5065-4420-5
7299,2020-02-10,5065-4420-5
7300,2020-02-10,CUS-13666-1
7301,2020-02-10,CUS-13666-1
7302,2020-02-10,CUS-13666-1
7303,2020-02-10,CUS-13666-1
7304,2020-02-10,CUS-13666-1
7305,2020-02-10,CUS-13666-1
7306,2020-02-10,CUS-13666-1
7307,2020-02-10,CUS-13666-1
7308,2020-02-10,CUS-13666-1
7309,2020-02-10,CUS-13666-1
7310,2020-02-10,CUS-13666-1
7311,2020-02-10,CUS-13666-1
7312,2020-02-10,CUS-9003
7313,2020-02-10,CUS-13666-2
7314,2020-02-10,CUS-13666-2
7315,2020-02-10,CUS-9003
7316,2020-02-10,CUS-9003
7317,2020-02-10,CUS-9003
7318,2020-02-10,CUS-9003
7319,2020-02-10,CUS-9003
7320,2020-02-10,CUS-9003
7321,2020-02-10,CUS-9003
7322,2020-02-10,CUS-9003
7323,2020-02-10,CUS-9003
7324,2020-02-10,CUS-9003
7325,2020-02-10,CUS-13666-3
7326,2020-02-10,CUS-9003
7327,2020-02-10,CUS-9003
7328,2020-02-10,CUS-9003
7329,2020-02-10,CUS-9003
7330,2020-02-10,CUS-13666-3
7331,2020-02-10,CUS-13666-3
7332,2020-02-10,CUS-9003
7333,2020-02-10,CUS-9003
7334,2020-02-10,CUS-9003
7335,2020-02-10,CUS-9003
7336,2020-02-10,CUS-9003
7337,2020-02-10,CUS-13666-2
7338,2020-02-10,CUS-13666-2
7339,2020-02-10,CUS-13666-2
7340,2020-02-10,CUS-13666-2
7341,2020-02-10,CUS-13666-2
7342,2020-02-10,CUS-13666-2
7343,2020-02-10,CUS-13666-2
7344,2020-02-10,CUS-13666-2
7345,2020-02-10,CUS-13666-2
7346,2020-02-10,CUS-5296
7347,2020-02-10,CUS-13666-2
7348,2020-02-10,CUS-13666-2
7349,2020-02-10,CUS-13666-2
7350,2020-02-10,CUS-13666-3
7351,2020-02-10,CUS-9003
7352,2020-02-10,CUS-9003
7353,2020-02-10,CUS-9003
7354,2020-02-10,CUS-9003
7355,2020-02-10,CUS-9003
7356,2020-02-10,5065-4420-5
7357,2020-02-10,5065-4420-5
7358,2020-02-10,5065-4420-4
7359,2020-02-10,5065-4420-4
7360,2020-02-10,CUS-13215
7361,2020-02-10,CUS-13215
7362,2020-02-10,CUS-13215
7363,2020-02-10,PST-700A100A01
7364,2020-02-10,PST-700A100A01
7365,2020-02-10,PST-700A100A01
7366,2020-02-10,PST-700A100A01
7367,2020-02-10,PST-700A100A01
7368,2020-02-10,CUS-13215
7369,2020-02-10,PST-700A100A01
7370,2020-02-10,BULK-82507
7371,2020-02-10,BULK-82507
7372,2020-02-10,BULK-82507
7373,2020-02-10,QCUS-19364
7374,2020-02-10,QCUS-19364
7375,2020-02-10,QCUS-19364
7376,2020-02-10,PST-700A100A01
7377,2020-02-10,PST-700A100A01
7378,2020-02-10,BULK-82507
7379,2020-02-10,CUS-13215
7380,2020-02-10,CUS-13215
7381,2020-02-10,CUS-13215
7382,2020-02-10,CUS-13287
7383,2020-02-10,CUS-13287
7384,2020-02-10,CUS-13287
7385,2020-02-10,CUS-13287
7386,2020-02-10,CUS-13287
7387,2020-02-10,CUS-13287
7388,2020-02-10,CUS-13287
7389,2020-02-10,CUS-13287
7390,2020-02-10,CUS-13287
7391,2020-02-10,CUS-13287
7392,2020-02-10,PST-280A1000
7393,2020-02-10,PST-280A1000
7394,2020-02-10,CUS-16170
7395,2020-02-10,CUS-16170
7396,2020-02-10,CUS-16170
7397,2020-02-10,CUS-16170
7398,2020-02-10,CUS-16170
7399,2020-02-10,CUS-16170
7400,2020-02-10,CUS-13215
7401,2020-02-10,PST-700A100A01
7402,2020-02-10,CUS-9003
7403,2020-02-10,PST-700A100A01
7404,2020-02-10,CUS-21601
7405,2020-02-10,5065-4420-2
7406,2020-02-10,5065-4420-2
7407,2020-02-10,5065-4420-3
7408,2020-02-10,5065-4420-3
7409,2020-02-10,5065-4420-3
7410,2020-02-10,5065-4420-3
7411,2020-02-10,5065-4420-3
7412,2020-02-10,5065-4420-3
7413,2020-02-10,5065-4420-2
7414,2020-02-10,5065-4420-3
7415,2020-02-10,5065-4420-3
7416,2020-02-10,5065-4420-4
7417,2020-02-10,5065-4420-4
7418,2020-02-10,5065-4420-4
7419,2020-02-10,5065-4420-4
7420,2020-02-10,5065-4420-4
7421,2020-02-10,5065-4420-4
7422,2020-02-10,5065-4420-4
7423,2020-02-10,5065-4420-3
7424,2020-02-10,5065-4420-2
7425,2020-02-10,5065-4420-2
7426,2020-02-10,5065-4420-2
7427,2020-02-10,CUS-21601
7428,2020-02-10,ICUS-3013-50ML
7429,2020-02-10,ICUS-3013-50ML
7430,2020-02-10,ICUS-3013-50ML
7431,2020-02-10,ICUS-3013-50ML
7432,2020-02-10,ICUS-3013-50ML
7433,2020-02-10,ICUS-3013-50ML
7434,2020-02-10,5065-4420-1
7435,2020-02-10,5065-4420-1
7436,2020-02-10,5065-4420-1
7437,2020-02-10,5065-4420-1
7438,2020-02-10,5065-4420-1
7439,2020-02-10,5065-4420-1
7440,2020-02-10,5065-4420-1
7441,2020-02-10,5065-4420-1
7442,2020-02-10,5065-4420-1
7443,2020-02-10,5065-4420-2
7444,2020-02-10,5065-4420-2
7445,2020-02-10,5065-4420-2
7446,2020-02-10,CUS-21601
7447,2020-02-10,CUS-9003
7448,2020-02-10,CUS-13666-1
7449,2020-02-10,CUS-13666-3
7450,2020-02-10,PST-4130B2000
7451,2020-02-10,PST-4130B2000
7452,2020-02-10,CUS-13215
7453,2020-02-10,5190-0551-6
7454,2020-02-10,5190-0551-6
7455,2020-02-10,CUS-00002514
7456,2020-02-10,CUS-13666-5
7457,2020-02-10,CUS-13666-5
7458,2020-02-10,CUS-13666-5
7459,2020-02-10,CUS-13666-5
7460,2020-02-10,CUS-13666-5
7461,2020-02-10,STK-03784
7462,2020-02-10,5190-0551-6
7463,2020-02-10,5190-0551-3
7464,2020-02-10,CUS-13666-5
7465,2020-02-10,CUS-13666-5
7466,2020-02-10,CUS-13666-5
7467,2020-02-10,CUS-13666-5
7468,2020-02-10,CUS-13666-5
7469,2020-02-10,CUS-13666-5
7470,2020-02-10,CUS-13666-5
7471,2020-02-10,CUS-13666-5
7472,2020-02-10,CUS-13666-5
7473,2020-02-10,CUS-13666-5
7474,2020-02-10,CUS-13666-5
7475,2020-02-10,CUS-13666-5
7476,2020-02-10,CUS-00002502
7477,2020-02-10,5190-0551-6
7478,2020-02-10,5190-0551-3
7479,2020-02-10,5190-0551-3
7480,2020-02-10,5190-0551-3
7481,2020-02-10,5190-0551-3
7482,2020-02-10,STK-00150
7483,2020-02-10,5190-0551-3
7484,2020-02-10,5190-0551-3
7485,2020-02-10,5190-0551-3
7486,2020-02-10,5190-0551-3
7487,2020-02-10,CUS-5296
7488,2020-02-10,CUS-5296
7489,2020-02-10,5190-0551-6
7490,2020-02-10,CUS-5296
7491,2020-02-10,CUS-13666-3
7492,2020-02-10,STK-03635
7493,2020-02-10,STK-03635
7494,2020-02-10,CUS-00002500
7495,2020-02-10,CUS-00002504
7496,2020-02-10,CUS-5296
7497,2020-02-10,CUS-5296
7498,2020-02-10,CUS-00002185
7499,2020-02-10,5190-0551-3
7500,2020-02-10,CUS-00002430
7501,2020-02-10,5190-0551-6
7502,2020-02-10,BEC-115-1
7503,2020-02-10,CUS-13666-5
7504,2020-02-10,CUS-13666-5
7505,2020-02-10,CUS-13666-5
7506,2020-02-10,CUS-13666-3
7507,2020-02-10,CUS-13666-3
7508,2020-02-10,CUS-9003
7509,2020-02-10,CUS-9003
7510,2020-02-10,CUS-13666-3
7511,2020-02-10,CUS-13666-3
7512,2020-02-10,CUS-13666-3
7513,2020-02-10,CUS-13666-3
7514,2020-02-10,CUS-13666-3
7515,2020-02-10,CUS-13666-3
7516,2020-02-10,CUS-13666-5
7517,2020-02-10,CUS-13666-3
7518,2020-02-10,CUS-13666-3
7519,2020-02-10,CUS-13666-3
7520,2020-02-10,5190-0551-6
7521,2020-02-10,5190-0551-6
7522,2020-02-10,5190-0551-6
7523,2020-02-10,CUS-00002505
7524,2020-02-10,CUS-13666-3
7525,2020-02-10,CUS-13666-3
7526,2020-02-10,CUS-13666-3
7527,2020-02-10,CUS-13666-3
7528,2020-02-10,CUS-13666-4
7529,2020-02-10,5190-0551-3
7530,2020-02-10,CUS-13666-4
7531,2020-02-10,CUS-13666-4
7532,2020-02-10,CUS-13666-4
7533,2020-02-10,CUS-13666-4
7534,2020-02-10,CUS-13666-4
7535,2020-02-10,CUS-13666-4
7536,2020-02-10,CUS-13666-4
7537,2020-02-10,CUS-13666-4
7538,2020-02-10,CUS-13666-4
7539,2020-02-10,CUS-13666-4
7540,2020-02-10,CUS-13666-4
7541,2020-02-10,CUS-13666-4
7542,2020-02-10,CUS-13666-4
7543,2020-02-10,CUS-13666-4
7544,2020-02-10,CUS-13666-4
7545,2020-02-10,CUS-13666-4
7546,2020-02-10,CUS-13666-4
7547,2020-02-10,CUS-13666-4
7548,2020-02-10,CUS-13666-4
7549,2020-02-10,CUS-13666-4
7550,2020-02-11,CUS-23646
7551,2020-02-11,CUS-12992
7552,2020-02-11,CUS-12992
7553,2020-02-11,CUS-12992
7554,2020-02-11,CUS-12992
7555,2020-02-11,CUS-23646
7556,2020-02-11,CUS-12992
7557,2020-02-11,CUS-12992
7558,2020-02-11,CUS-12992
7559,2020-02-11,G1969-85026-X
7560,2020-02-11,CUS-12992
7561,2020-02-11,CUS-12992
7562,2020-02-11,CUS-12992
7563,2020-02-11,CUS-23646
7564,2020-02-11,ICUS-3141
7565,2020-02-11,G1969-85026-X
7566,2020-02-11,CUS-12992
7567,2020-02-11,CUS-12992
7568,2020-02-11,CUS-12992
7569,2020-02-11,CUS-23646
7570,2020-02-11,ICUS-3141
7571,2020-02-11,ICUS-3141
7572,2020-02-11,ICUS-3141
7573,2020-02-11,CUS-12992
7574,2020-02-11,ICUS-3141
7575,2020-02-11,ICUS-3141
7576,2020-02-11,ICUS-3141
7577,2020-02-11,G1969-85026-X
7578,2020-02-11,G1969-85026-X
7579,2020-02-11,G1969-85026-X
7580,2020-02-11,G1969-85026-X
7581,2020-02-11,G1969-85026-X
7582,2020-02-11,ICUS-3141
7583,2020-02-11,ICUS-3141
7584,2020-02-11,CUS-12992
7585,2020-02-11,CUS-12992
7586,2020-02-11,CUS-12992
7587,2020-02-11,CUS-12992
7588,2020-02-11,CUS-12992
7589,2020-02-11,CUS-12992
7590,2020-02-11,CUS-12992
7591,2020-02-11,CUS-12992
7592,2020-02-11,G1969-85026-X
7593,2020-02-11,G1969-85026-X
7594,2020-02-11,G1969-85026-X
7595,2020-02-11,G1969-85026-X
7596,2020-02-11,CUS-12992
7597,2020-02-11,CUS-12992
7598,2020-02-11,CUS-12992
7599,2020-02-11,CUS-12992
7600,2020-02-11,CUS-12992
7601,2020-02-11,CUS-12992
7602,2020-02-11,CUS-12992
7603,2020-02-11,CUS-12992
7604,2020-02-11,CUS-12992
7605,2020-02-11,CUS-12992
7606,2020-02-11,CUS-12992
7607,2020-02-11,CUS-12992
7608,2020-02-11,CUS-12992
7609,2020-02-11,ICUS-3141
7610,2020-02-11,ICUS-3141
7611,2020-02-11,ICUS-3141
7612,2020-02-11,ICUS-3141
7613,2020-02-11,ICUS-3141
7614,2020-02-11,ICUS-3141
7615,2020-02-11,ICUS-3141
7616,2020-02-11,CUS-12992
7617,2020-02-11,CUS-12992
7618,2020-02-11,CUS-12992
7619,2020-02-11,CUS-12992
7620,2020-02-11,CUS-12992
7621,2020-02-11,CUS-12992
7622,2020-02-11,CUS-12992
7623,2020-02-11,CUS-12992
7624,2020-02-11,CUS-12992
7625,2020-02-11,CUS-12992
7626,2020-02-11,CUS-12992
7627,2020-02-11,CUS-12992
7628,2020-02-11,CUS-12992
7629,2020-02-11,CUS-12992
7630,2020-02-11,CUS-12992
7631,2020-02-11,CUS-12992
7632,2020-02-11,CUS-12992
7633,2020-02-11,CUS-12992
7634,2020-02-11,CUS-12992
7635,2020-02-11,CUS-12992
7636,2020-02-11,CUS-12992
7637,2020-02-11,CUS-12992
7638,2020-02-11,CUS-12992
7639,2020-02-11,CUS-12992
7640,2020-02-11,CUS-12992
7641,2020-02-11,CUS-12992
7642,2020-02-11,CUS-12992
7643,2020-02-11,CUS-12992
7644,2020-02-11,CUS-12992
7645,2020-02-11,CUS-12992
7646,2020-02-11,CUS-12992
7647,2020-02-11,CUS-12992
7648,2020-02-11,G1969-85026-X
7649,2020-02-11,CUS-12992
7650,2020-02-11,CUS-12992
7651,2020-02-11,G1969-85026-X
7652,2020-02-11,G1969-85026-X
7653,2020-02-11,G1969-85026-X
7654,2020-02-11,G1969-85026-X
7655,2020-02-11,G1969-85026-X
7656,2020-02-11,G1969-85026-X
7657,2020-02-11,G1969-85026-X
7658,2020-02-11,G1969-85026-X
7659,2020-02-11,G1969-85026-X
7660,2020-02-11,G1969-85026-X
7661,2020-02-11,G1969-85026-X
7662,2020-02-11,G1969-85026-X
7663,2020-02-11,G1969-85026-X
7664,2020-02-11,G1969-85026-X
7665,2020-02-11,G1969-85026-X
7666,2020-02-11,G1969-85026-X
7667,2020-02-11,G1969-85026-X
7668,2020-02-11,G1969-85026-X
7669,2020-02-11,G1969-85026-X
7670,2020-02-11,G1969-85026-X
7671,2020-02-11,G1969-85026-X
7672,2020-02-11,G1969-85026-X
7673,2020-02-11,G1969-85026-X
7674,2020-02-11,G1969-85026-X
7675,2020-02-11,CUS-12992
7676,2020-02-11,CUS-12992
7677,2020-02-11,CUS-12992
7678,2020-02-11,G1969-85026-X
7679,2020-02-11,G1969-85026-X
7680,2020-02-11,G1969-85026-X
7681,2020-02-11,G1969-85026-X
7682,2020-02-11,G1969-85026-X
7683,2020-02-11,G1969-85026-X
7684,2020-02-11,G1969-85026-X
7685,2020-02-11,G1969-85026-X
7686,2020-02-11,G1969-85026-X
7687,2020-02-11,G1969-85026-X
7688,2020-02-11,G1969-85026-X
7689,2020-02-11,G1969-85026-X
7690,2020-02-11,G1969-85026-X
7691,2020-02-11,G1969-85026-X
7692,2020-02-11,G1969-85026-X
7693,2020-02-11,G1969-85026-X
7694,2020-02-11,G1969-85026-X
7695,2020-02-11,G1969-85026-X
7696,2020-02-11,G1969-85026-X
7697,2020-02-11,G1969-85026-X
7698,2020-02-11,G1969-85026-X
7699,2020-02-11,G1969-85026-X
7700,2020-02-11,G1969-85026-X
7701,2020-02-11,G1969-85026-X
7702,2020-02-11,G1969-85026-X
7703,2020-02-11,G1969-85026-X
7704,2020-02-11,G1969-85026-X
7705,2020-02-11,G1969-85026-X
7706,2020-02-11,G1969-85026-X
7707,2020-02-11,G1969-85026-X
7708,2020-02-11,G1969-85026-X
7709,2020-02-11,G1969-85026-X
7710,2020-02-11,G1969-85026-X
7711,2020-02-11,G1969-85026-X
7712,2020-02-11,G1969-85026-X
7713,2020-02-11,G1969-85026-X
7714,2020-02-11,G1969-85026-X
7715,2020-02-11,G1969-85026-X
7716,2020-02-11,G1969-85026-X
7717,2020-02-11,G1969-85026-X
7718,2020-02-11,G1969-85026-X
7719,2020-02-11,G1969-85026-X
7720,2020-02-11,STK-03643
7721,2020-02-11,STK-03643
7722,2020-02-11,STK-03643
7723,2020-02-11,G1969-85026-X
7724,2020-02-11,G1969-85026-X
7725,2020-02-11,G1969-85026-X
7726,2020-02-11,G1969-85026-X
7727,2020-02-11,G1969-85026-X
7728,2020-02-11,G1969-85026-X
7729,2020-02-11,G1969-85026-X
7730,2020-02-11,G1969-85026-X
7731,2020-02-11,CUS-12992
7732,2020-02-11,G1969-85026-X
7733,2020-02-11,G1969-85026-X
7734,2020-02-11,G1969-85026-X
7735,2020-02-11,G1969-85026-X
7736,2020-02-11,CUS-12992
7737,2020-02-11,G1969-85026-X
7738,2020-02-11,G1969-85026-X
7739,2020-02-11,G1969-85026-X
7740,2020-02-11,G1969-85026-X
7741,2020-02-11,CUS-24699
7742,2020-02-11,CUS-24699
7743,2020-02-11,CUS-24699
7744,2020-02-11,CUS-24699
7745,2020-02-11,CUS-24699
7746,2020-02-11,CUS-24699
7747,2020-02-11,G1969-85026-X
7748,2020-02-11,G1969-85026-X
7749,2020-02-11,G1969-85026-X
7750,2020-02-11,G1969-85026-X
7751,2020-02-11,G1969-85026-X
7752,2020-02-11,G1969-85026-X
7753,2020-02-11,G1969-85026-X
7754,2020-02-11,G1969-85026-X
7755,2020-02-11,G1969-85026-X
7756,2020-02-11,G1969-85026-X
7757,2020-02-11,G1969-85026-X
7758,2020-02-11,G1969-85026-X
7759,2020-02-11,G1969-85026-X
7760,2020-02-11,G1969-85026-X
7761,2020-02-11,G1969-85026-X
7762,2020-02-11,G1969-85026-X
7763,2020-02-11,G1969-85026-X
7764,2020-02-11,G1969-85026-X
7765,2020-02-11,G1969-85026-X
