,QCDate,ProductNo
215,2020-02-03,G1969-85026-X
216,2020-02-03,G1969-85026-X
217,2020-02-03,G1969-85026-X
218,2020-02-03,G1969-85026-X
219,2020-02-03,G1969-85026-X
220,2020-02-03,G1969-85026-X
221,2020-02-03,G1969-85026-X
222,2020-02-03,G1969-85026-X
223,2020-02-03,G1969-85026-X
224,2020-02-03,G1969-85026-X
225,2020-02-03,G1969-85026-X
226,2020-02-03,G1969-85026-X
227,2020-02-03,G1969-85026-X
228,2020-02-03,G1969-85026-X
229,2020-02-03,G1969-85026-X
230,2020-02-03,G1969-85026-X
231,2020-02-03,G1969-85026-X
232,2020-02-03,G1969-85026-X
233,2020-02-03,G1969-85026-X
234,2020-02-03,G1969-85026-X
235,2020-02-03,G1969-85026-X
236,2020-02-03,G1969-85026-X
237,2020-02-03,G1969-85026-X
238,2020-02-03,G1969-85026-X
239,2020-02-03,G1969-85026-X
240,2020-02-03,G1969-85026-X
241,2020-02-03,G1969-85026-X
242,2020-02-03,G1969-85026-X
243,2020-02-03,G1969-85026-X
244,2020-02-03,G1969-85026-X
245,2020-02-03,G1969-85026-X
246,2020-02-03,G1969-85026-X
247,2020-02-03,G1969-85026-X
248,2020-02-03,G1969-85026-X
249,2020-02-03,G1969-85026-X
250,2020-02-03,G1969-85026-X
251,2020-02-03,G1969-85026-X
252,2020-02-03,G1969-85026-X
253,2020-02-03,G1969-85026-X
254,2020-02-03,G1969-85026-X
255,2020-02-03,G1969-85026-X
256,2020-02-03,G1969-85026-X
257,2020-02-03,G1969-85026-X
258,2020-02-03,G1969-85026-X
259,2020-02-03,G1969-85026-X
260,2020-02-03,G1969-85026-X
261,2020-02-03,G1969-85026-X
262,2020-02-03,G1969-85026-X
263,2020-02-03,G1969-85026-X
264,2020-02-03,G1969-85026-X
265,2020-02-03,G1969-85026-X
266,2020-02-03,G1969-85026-X
267,2020-02-03,G1969-85026-X
268,2020-02-03,G1969-85026-X
269,2020-02-03,G1969-85026-X
270,2020-02-03,G1969-85026-X
271,2020-02-03,G1969-85026-X
272,2020-02-03,G1969-85026-X
273,2020-02-03,G1969-85026-X
274,2020-02-03,G1969-85026-X
275,2020-02-03,G1969-85026-X
276,2020-02-03,G1969-85026-X
277,2020-02-03,G1969-85026-X
278,2020-02-03,G1969-85026-X
279,2020-02-03,G1969-85026-X
280,2020-02-03,G1969-85026-X
281,2020-02-03,G1969-85026-X
282,2020-02-03,G1969-85026-X
283,2020-02-03,G1969-85026-X
284,2020-02-03,G1969-85026-X
285,2020-02-03,G1969-85026-X
286,2020-02-03,G1969-85026-X
287,2020-02-03,G1969-85026-X
288,2020-02-03,G1969-85026-X
289,2020-02-03,G1969-85026-X
290,2020-02-03,G1969-85026-X
291,2020-02-03,G1969-85026-X
292,2020-02-03,G1969-85026-X
293,2020-02-03,G1969-85026-X
294,2020-02-03,G1969-85026-X
295,2020-02-03,G1969-85026-X
296,2020-02-03,G1969-85026-X
297,2020-02-03,G1969-85026-X
298,2020-02-03,G1969-85026-X
299,2020-02-03,G1969-85026-X
300,2020-02-03,G1969-85026-X
301,2020-02-03,G1969-85026-X
302,2020-02-03,G1969-85026-X
303,2020-02-03,G1969-85026-X
304,2020-02-03,G1969-85026-X
305,2020-02-03,G1969-85026-X
306,2020-02-03,G1969-85026-X
307,2020-02-03,G1969-85026-X
308,2020-02-03,G1969-85026-X
309,2020-02-03,G1969-85026-X
310,2020-02-03,G1969-85026-X
311,2020-02-03,G1969-85026-X
312,2020-02-03,G1969-85026-X
313,2020-02-03,G1969-85026-X
314,2020-02-03,G1969-85026-X
315,2020-02-03,G1969-85026-X
316,2020-02-03,G1969-85026-X
317,2020-02-03,G1969-85026-X
318,2020-02-03,G1969-85026-X
319,2020-02-03,G1969-85026-X
320,2020-02-03,G1969-85026-X
321,2020-02-03,G1969-85026-X
322,2020-02-03,G1969-85026-X
323,2020-02-03,G1969-85026-X
324,2020-02-03,G1969-85026-X
325,2020-02-03,G1969-85026-X
326,2020-02-03,G1969-85026-X
327,2020-02-03,G1969-85026-X
328,2020-02-03,G1969-85026-X
329,2020-02-03,G1969-85026-X
330,2020-02-03,G1969-85026-X
331,2020-02-03,G1969-85026-X
332,2020-02-03,G1969-85026-X
333,2020-02-03,G1969-85026-X
334,2020-02-03,G1969-85026-X
335,2020-02-03,G1969-85026-X
336,2020-02-03,G1969-85026-X
337,2020-02-03,G1969-85026-X
338,2020-02-03,G1969-85026-X
339,2020-02-03,G1969-85026-X
340,2020-02-03,G1969-85026-X
341,2020-02-03,G1969-85026-X
342,2020-02-03,G1969-85026-X
343,2020-02-03,G1969-85026-X
344,2020-02-03,G1969-85026-X
345,2020-02-03,G1969-85026-X
346,2020-02-03,G1969-85026-X
347,2020-02-03,G1969-85026-X
348,2020-02-03,G1969-85026-X
349,2020-02-03,G1969-85026-X
350,2020-02-03,G1969-85026-X
351,2020-02-03,G1969-85026-X
352,2020-02-03,G1969-85026-X
353,2020-02-03,G1969-85026-X
354,2020-02-03,G1969-85026-X
355,2020-02-03,G1969-85026-X
356,2020-02-03,G1969-85026-X
357,2020-02-03,G1969-85026-X
358,2020-02-03,G1969-85026-X
359,2020-02-03,G1969-85026-X
360,2020-02-03,G1969-85026-X
361,2020-02-03,G1969-85026-X
362,2020-02-03,G1969-85026-X
363,2020-02-03,G1969-85026-X
364,2020-02-03,G1969-85026-X
365,2020-02-03,G1969-85026-X
366,2020-02-03,G1969-85026-X
367,2020-02-03,G1969-85026-X
368,2020-02-03,G1969-85026-X
369,2020-02-03,G1969-85026-X
370,2020-02-03,G1969-85026-X
371,2020-02-03,G1969-85026-X
372,2020-02-03,G1969-85026-X
373,2020-02-03,G1969-85026-X
374,2020-02-03,G1969-85026-X
375,2020-02-03,G1969-85026-X
376,2020-02-03,G1969-85026-X
377,2020-02-03,G1969-85026-X
378,2020-02-03,G1969-85026-X
379,2020-02-03,G1969-85026-X
380,2020-02-03,G1969-85026-X
381,2020-02-03,G1969-85026-X
382,2020-02-03,G1969-85026-X
383,2020-02-03,G1969-85026-X
384,2020-02-03,G1969-85026-X
385,2020-02-03,G1969-85026-X
386,2020-02-03,G1969-85026-X
387,2020-02-03,G1969-85026-X
388,2020-02-03,G1969-85026-X
389,2020-02-03,G1969-85026-X
390,2020-02-03,G1969-85026-X
391,2020-02-03,G1969-85026-X
392,2020-02-03,G1969-85026-X
393,2020-02-03,G1969-85026-X
394,2020-02-03,G1969-85026-X
395,2020-02-03,G1969-85026-X
396,2020-02-03,G1969-85026-X
397,2020-02-03,G1969-85026-X
398,2020-02-03,G1969-85026-X
399,2020-02-03,G1969-85026-X
400,2020-02-03,G1969-85026-X
401,2020-02-03,G1969-85026-X
402,2020-02-03,G1969-85026-X
403,2020-02-03,G1969-85026-X
404,2020-02-03,G1969-85026-X
405,2020-02-03,G1969-85026-X
406,2020-02-03,G1969-85026-X
407,2020-02-03,G1969-85026-X
408,2020-02-03,G1969-85026-X
409,2020-02-03,G1969-85026-X
410,2020-02-03,G1969-85026-X
411,2020-02-03,G1969-85026-X
412,2020-02-03,G1969-85026-X
413,2020-02-03,G1969-85026-X
414,2020-02-03,G1969-85026-X
415,2020-02-03,G1969-85026-X
416,2020-02-03,G1969-85026-X
417,2020-02-03,G1969-85026-X
418,2020-02-03,G1969-85026-X
419,2020-02-03,G1969-85026-X
420,2020-02-03,G1969-85026-X
421,2020-02-03,G1969-85026-X
422,2020-02-03,G1969-85026-X
423,2020-02-03,G1969-85026-X
424,2020-02-03,G1969-85026-X
425,2020-02-03,G1969-85026-X
426,2020-02-03,G1969-85026-X
427,2020-02-03,G1969-85026-X
428,2020-02-03,G1969-85026-X
429,2020-02-03,G1969-85026-X
430,2020-02-03,G1969-85026-X
431,2020-02-03,G1969-85026-X
432,2020-02-03,G1969-85026-X
433,2020-02-03,G1969-85026-X
434,2020-02-03,G1969-85026-X
435,2020-02-03,G1969-85026-X
436,2020-02-03,G1969-85026-X
437,2020-02-03,G1969-85026-X
438,2020-02-03,G1969-85026-X
439,2020-02-03,G1969-85026-X
440,2020-02-03,G1969-85026-X
441,2020-02-03,G1969-85026-X
442,2020-02-03,G1969-85026-X
443,2020-02-03,G1969-85026-X
444,2020-02-03,G1969-85026-X
445,2020-02-03,G1969-85026-X
446,2020-02-03,G1969-85026-X
447,2020-02-03,G1969-85026-X
448,2020-02-03,G1969-85026-X
449,2020-02-03,G1969-85026-X
450,2020-02-03,G1969-85026-X
451,2020-02-03,G1969-85026-X
452,2020-02-03,G1969-85026-X
453,2020-02-03,G1969-85026-X
454,2020-02-03,G1969-85026-X
455,2020-02-03,G1969-85026-X
456,2020-02-03,G1969-85026-X
457,2020-02-03,G1969-85026-X
458,2020-02-03,G1969-85026-X
459,2020-02-03,G1969-85026-X
460,2020-02-03,G1969-85026-X
461,2020-02-03,G1969-85026-X
462,2020-02-03,G1969-85026-X
463,2020-02-03,G1969-85026-X
464,2020-02-03,G1969-85026-X
465,2020-02-03,G1969-85026-X
466,2020-02-03,G1969-85026-X
467,2020-02-03,G1969-85026-X
468,2020-02-03,G1969-85026-X
469,2020-02-03,G1969-85026-X
470,2020-02-03,G1969-85026-X
471,2020-02-03,G1969-85026-X
472,2020-02-03,G1969-85026-X
473,2020-02-03,G1969-85026-X
474,2020-02-03,G1969-85026-X
475,2020-02-03,G1969-85026-X
476,2020-02-03,G1969-85026-X
477,2020-02-03,G1969-85026-X
478,2020-02-03,G1969-85026-X
479,2020-02-03,G1969-85026-X
480,2020-02-03,G1969-85026-X
481,2020-02-03,G1969-85026-X
482,2020-02-03,G1969-85026-X
483,2020-02-03,G1969-85026-X
484,2020-02-03,G1969-85026-X
485,2020-02-03,G1969-85026-X
486,2020-02-03,G1969-85026-X
487,2020-02-03,G1969-85026-X
488,2020-02-03,G1969-85026-X
489,2020-02-03,G1969-85026-X
490,2020-02-03,G1969-85026-X
491,2020-02-03,G1969-85026-X
492,2020-02-03,G1969-85026-X
493,2020-02-03,G1969-85026-X
494,2020-02-03,G1969-85026-X
495,2020-02-03,G1969-85026-X
496,2020-02-03,G1969-85026-X
497,2020-02-03,G1969-85026-X
498,2020-02-03,G1969-85026-X
499,2020-02-03,G1969-85026-X
500,2020-02-03,G1969-85026-X
501,2020-02-03,G1969-85026-X
502,2020-02-03,G1969-85026-X
503,2020-02-03,G1969-85026-X
504,2020-02-03,G1969-85026-X
505,2020-02-03,G1969-85026-X
506,2020-02-03,G1969-85026-X
507,2020-02-03,G1969-85026-X
508,2020-02-03,G1969-85026-X
509,2020-02-03,G1969-85026-X
510,2020-02-03,G1969-85026-X
511,2020-02-03,G1969-85026-X
512,2020-02-03,G1969-85026-X
513,2020-02-03,G1969-85026-X
514,2020-02-03,G1969-85026-X
515,2020-02-03,G1969-85026-X
516,2020-02-03,G1969-85026-X
517,2020-02-03,G1969-85026-X
518,2020-02-03,G1969-85026-X
519,2020-02-03,G1969-85026-X
520,2020-02-03,G1969-85026-X
521,2020-02-03,G1969-85026-X
522,2020-02-03,G1969-85026-X
523,2020-02-03,G1969-85026-X
524,2020-02-03,G1969-85026-X
525,2020-02-03,G1969-85026-X
526,2020-02-03,G1969-85026-X
527,2020-02-03,G1969-85026-X
528,2020-02-03,G1969-85026-X
529,2020-02-03,G1969-85026-X
530,2020-02-03,G1969-85026-X
531,2020-02-03,G1969-85026-X
532,2020-02-03,G1969-85026-X
533,2020-02-03,G1969-85026-X
534,2020-02-03,G1969-85026-X
535,2020-02-03,G1969-85026-X
536,2020-02-03,G1969-85026-X
537,2020-02-03,G1969-85026-X
538,2020-02-03,G1969-85026-X
539,2020-02-03,G1969-85026-X
540,2020-02-03,G1969-85026-X
541,2020-02-03,G1969-85026-X
542,2020-02-03,G1969-85026-X
543,2020-02-03,G1969-85026-X
544,2020-02-03,G1969-85026-X
545,2020-02-03,G1969-85026-X
546,2020-02-03,G1969-85026-X
547,2020-02-03,G1969-85026-X
548,2020-02-03,G1969-85026-X
549,2020-02-03,G1969-85026-X
550,2020-02-03,G1969-85026-X
551,2020-02-03,G1969-85026-X
552,2020-02-03,G1969-85026-X
553,2020-02-03,G1969-85026-X
554,2020-02-03,G1969-85026-X
555,2020-02-03,G1969-85026-X
556,2020-02-03,G1969-85026-X
557,2020-02-03,G1969-85026-X
558,2020-02-03,G1969-85026-X
559,2020-02-03,G1969-85026-X
560,2020-02-03,G1969-85026-X
561,2020-02-03,G1969-85026-X
562,2020-02-03,G1969-85026-X
563,2020-02-03,G1969-85026-X
564,2020-02-03,G1969-85026-X
565,2020-02-03,G1969-85026-X
566,2020-02-03,G1969-85026-X
567,2020-02-03,G1969-85026-X
568,2020-02-03,G1969-85026-X
569,2020-02-03,G1969-85026-X
570,2020-02-03,G1969-85026-X
571,2020-02-03,G1969-85026-X
572,2020-02-03,G1969-85026-X
573,2020-02-03,G1969-85026-X
574,2020-02-03,G1969-85026-X
575,2020-02-03,G1969-85026-X
576,2020-02-03,G1969-85026-X
577,2020-02-03,G1969-85026-X
578,2020-02-03,G1969-85026-X
579,2020-02-03,G1969-85026-X
580,2020-02-03,G1969-85026-X
581,2020-02-03,G1969-85026-X
582,2020-02-03,G1969-85026-X
583,2020-02-03,G1969-85026-X
584,2020-02-03,G1969-85026-X
585,2020-02-03,G1969-85026-X
586,2020-02-03,G1969-85026-X
587,2020-02-03,G1969-85026-X
588,2020-02-03,G1969-85026-X
589,2020-02-03,G1969-85026-X
590,2020-02-03,G1969-85026-X
591,2020-02-03,G1969-85026-X
592,2020-02-03,G1969-85026-X
593,2020-02-03,G1969-85026-X
594,2020-02-03,G1969-85026-X
595,2020-02-03,G1969-85026-X
596,2020-02-03,G1969-85026-X
597,2020-02-03,G1969-85026-X
598,2020-02-03,G1969-85026-X
599,2020-02-03,G1969-85026-X
600,2020-02-03,G1969-85026-X
601,2020-02-03,G1969-85026-X
602,2020-02-03,G1969-85026-X
603,2020-02-03,G1969-85026-X
604,2020-02-03,G1969-85026-X
605,2020-02-03,G1969-85026-X
606,2020-02-03,G1969-85026-X
607,2020-02-03,G1969-85026-X
608,2020-02-03,G1969-85026-X
609,2020-02-03,G1969-85026-X
610,2020-02-03,G1969-85026-X
611,2020-02-03,G1969-85026-X
612,2020-02-03,G1969-85026-X
613,2020-02-03,G1969-85026-X
614,2020-02-03,G1969-85026-X
615,2020-02-03,G1969-85026-X
616,2020-02-03,G1969-85026-X
617,2020-02-03,G1969-85026-X
618,2020-02-03,G1969-85026-X
619,2020-02-03,G1969-85026-X
620,2020-02-03,G1969-85026-X
621,2020-02-03,G1969-85026-X
622,2020-02-03,G1969-85026-X
623,2020-02-03,G1969-85026-X
624,2020-02-03,G1969-85026-X
625,2020-02-03,G1969-85026-X
626,2020-02-03,G1969-85026-X
627,2020-02-03,G1969-85026-X
628,2020-02-03,G1969-85026-X
629,2020-02-03,G1969-85026-X
630,2020-02-03,G1969-85026-X
631,2020-02-03,G1969-85026-X
632,2020-02-03,G1969-85026-X
633,2020-02-03,G1969-85026-X
634,2020-02-03,G1969-85026-X
635,2020-02-03,G1969-85026-X
636,2020-02-03,G1969-85026-X
637,2020-02-03,G1969-85026-X
638,2020-02-03,G1969-85026-X
639,2020-02-03,G1969-85026-X
640,2020-02-03,G1969-85026-X
641,2020-02-03,G1969-85026-X
642,2020-02-03,G1969-85026-X
643,2020-02-03,G1969-85026-X
644,2020-02-03,G1969-85026-X
645,2020-02-03,G1969-85026-X
646,2020-02-03,G1969-85026-X
647,2020-02-03,G1969-85026-X
648,2020-02-03,G1969-85026-X
649,2020-02-03,G1969-85026-X
650,2020-02-03,G1969-85026-X
651,2020-02-03,G1969-85026-X
652,2020-02-03,G1969-85026-X
653,2020-02-03,G1969-85026-X
654,2020-02-03,G1969-85026-X
655,2020-02-03,G1969-85026-X
656,2020-02-03,G1969-85026-X
657,2020-02-03,G1969-85026-X
658,2020-02-03,G1969-85026-X
659,2020-02-03,G1969-85026-X
660,2020-02-03,G1969-85026-X
661,2020-02-03,G1969-85026-X
662,2020-02-03,G1969-85026-X
663,2020-02-03,G1969-85026-X
664,2020-02-03,G1969-85026-X
665,2020-02-03,G1969-85026-X
666,2020-02-03,G1969-85026-X
667,2020-02-03,G1969-85026-X
668,2020-02-03,G1969-85026-X
669,2020-02-03,G1969-85026-X
670,2020-02-03,G1969-85026-X
671,2020-02-03,G1969-85026-X
672,2020-02-03,G1969-85026-X
673,2020-02-03,G1969-85026-X
674,2020-02-03,G1969-85026-X
675,2020-02-03,G1969-85026-X
676,2020-02-03,G1969-85026-X
677,2020-02-03,G1969-85026-X
678,2020-02-03,G1969-85026-X
679,2020-02-03,G1969-85026-X
680,2020-02-03,G1969-85026-X
681,2020-02-03,G1969-85026-X
682,2020-02-03,G1969-85026-X
683,2020-02-03,G1969-85026-X
684,2020-02-03,G1969-85026-X
685,2020-02-03,G1969-85026-X
686,2020-02-03,G1969-85026-X
687,2020-02-03,G1969-85026-X
688,2020-02-03,G1969-85026-X
689,2020-02-03,G1969-85026-X
690,2020-02-03,G1969-85026-X
691,2020-02-03,G1969-85026-X
692,2020-02-03,G1969-85026-X
693,2020-02-03,G1969-85026-X
694,2020-02-03,G1969-85026-X
695,2020-02-03,G1969-85026-X
696,2020-02-03,G1969-85026-X
697,2020-02-03,G1969-85026-X
698,2020-02-03,G1969-85026-X
699,2020-02-03,G1969-85026-X
700,2020-02-03,G1969-85026-X
701,2020-02-03,G1969-85026-X
702,2020-02-03,G1969-85026-X
703,2020-02-03,G1969-85026-X
704,2020-02-03,G1969-85026-X
705,2020-02-03,G1969-85026-X
706,2020-02-03,G1969-85026-X
707,2020-02-03,G1969-85026-X
708,2020-02-03,G1969-85026-X
709,2020-02-03,G1969-85026-X
710,2020-02-03,G1969-85026-X
711,2020-02-03,G1969-85026-X
712,2020-02-03,G1969-85026-X
713,2020-02-03,G1969-85026-X
714,2020-02-03,G1969-85026-X
715,2020-02-03,G1969-85026-X
716,2020-02-03,G1969-85026-X
717,2020-02-03,G1969-85026-X
718,2020-02-03,G1969-85026-X
719,2020-02-03,G1969-85026-X
720,2020-02-03,G1969-85026-X
721,2020-02-03,G1969-85026-X
722,2020-02-03,G1969-85026-X
723,2020-02-03,G1969-85026-X
724,2020-02-03,G1969-85026-X
725,2020-02-03,G1969-85026-X
726,2020-02-03,G1969-85026-X
727,2020-02-03,G1969-85026-X
728,2020-02-03,G1969-85026-X
729,2020-02-03,G1969-85026-X
730,2020-02-03,G1969-85026-X
731,2020-02-03,G1969-85026-X
732,2020-02-03,G1969-85026-X
733,2020-02-03,G1969-85026-X
734,2020-02-03,G1969-85026-X
735,2020-02-03,G1969-85026-X
736,2020-02-03,G1969-85026-X
737,2020-02-03,G1969-85026-X
738,2020-02-03,G1969-85026-X
739,2020-02-03,G1969-85026-X
740,2020-02-03,G1969-85026-X
741,2020-02-03,G1969-85026-X
742,2020-02-03,G1969-85026-X
743,2020-02-03,G1969-85026-X
744,2020-02-03,G1969-85026-X
745,2020-02-03,G1969-85026-X
746,2020-02-03,G1969-85026-X
747,2020-02-03,G1969-85026-X
748,2020-02-03,G1969-85026-X
749,2020-02-03,G1969-85026-X
750,2020-02-03,G1969-85026-X
751,2020-02-03,G1969-85026-X
752,2020-02-03,G1969-85026-X
753,2020-02-03,G1969-85026-X
754,2020-02-03,G1969-85026-X
755,2020-02-03,G1969-85026-X
756,2020-02-03,G1969-85026-X
757,2020-02-03,G1969-85026-X
758,2020-02-03,G1969-85026-X
759,2020-02-03,G1969-85026-X
760,2020-02-03,G1969-85026-X
761,2020-02-03,G1969-85026-X
762,2020-02-03,G1969-85026-X
763,2020-02-03,G1969-85026-X
764,2020-02-03,G1969-85026-X
765,2020-02-03,G1969-85026-X
766,2020-02-03,G1969-85026-X
767,2020-02-03,G1969-85026-X
768,2020-02-03,G1969-85026-X
769,2020-02-03,G1969-85026-X
770,2020-02-03,G1969-85026-X
771,2020-02-03,G1969-85026-X
772,2020-02-03,G1969-85026-X
773,2020-02-03,G1969-85026-X
774,2020-02-03,G1969-85026-X
775,2020-02-03,G1969-85026-X
